0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.174882,0.848299,0.766987,4.79722,0.19984,0.819644,0.912758,4.94468,0.224303,0.815171,1.06513,5.23802,0.248991,0.834746,1.22858,5.68589,0.280561,1.2751,1.40796,6.30191,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.171974,0.653926,0.766172,4.74273,0.188121,0.425165,0.909472,4.83408,0.197609,0.208946,1.05764,5.06805,0.200719,-0.00110835,1.21505,5.45155,0.20347,0.184955,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.173691,0.768649,0.766172,4.74273,0.195038,0.657995,0.909472,4.83408,0.213364,0.566753,1.05764,5.06805,0.22921,0.492232,1.21505,5.45155,0.248952,0.827114,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.172679,0.701036,0.766172,4.74273,0.190961,0.520773,0.909472,4.83408,0.204079,0.355875,1.05764,5.06805,0.212419,0.201476,1.21505,5.45155,0.222154,0.449171,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.173275,0.740844,0.766172,4.74273,0.193361,0.601565,0.909472,4.83408,0.209546,0.480032,1.05764,5.06805,0.222305,0.372662,1.21505,5.45155,0.237943,0.672437,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.172923,0.717348,0.766172,4.74273,0.191945,0.55388,0.909472,4.83408,0.206319,0.406752,1.05764,5.06805,0.21647,0.271624,1.21505,5.45155,0.228624,0.54066,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.17313,0.731216,0.766172,4.74273,0.192781,0.582024,0.909472,4.83408,0.208223,0.450004,1.05764,5.06805,0.219914,0.331259,1.21505,5.45155,0.234124,0.618438,1.38634,5.99587,
-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,-0.209732,0,0.465826,0,
0.0632237,0.261191,0.120398,3.91982,0.0745928,0.498608,0.238266,3.95731,0.0932871,0.750736,0.359004,4.11156,0.119858,1.02501,0.486172,4.38711,0.148692,0.901981,0.623511,4.79129,0.173008,0.723031,0.766172,4.74273,0.192287,0.565413,0.909472,4.83408,0.207099,0.424475,1.05764,5.06805,0.217881,0.296061,1.21505,5.45155,0.230878,0.572532,1.38634,5.99587,
